Run#,Cromwell Result,Status,Name,Tag,User,Site,Submitted,Updated
"141465","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:13"
"141464","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:13"
"141463","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:21"
"141462","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:22"
"141461","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:12"
"141460","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:01","10/23 09:12"
"141459","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:13"
"141458","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:20"
"141457","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:12"
"141456","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:13"
"141455","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:20"
"141453","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:13"
"141452","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:22"
"141451","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:21"
"141450","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:13"
"141449","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:12"
"141448","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 09:00","10/23 09:12"
"141447","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:13"
"141446","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:22"
"141445","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:12"
"141444","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:12"
"141443","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:12"
"141442","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:22"
"141441","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:22"
"141440","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:12"
"141439","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:09"
"141438","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:09"
"141437","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-31rbf015.1_filtered.fastq.gz","mkellom","dori","10/23 08:59","10/23 09:31"
"141436","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:21"
"141435","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:22"
"141434","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-30pkd082.1_filtered.fastq.gz","mkellom","dori","10/23 08:59","10/23 09:31"
"141433","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:59","10/23 09:22"
"141432","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:22"
"141431","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2x7wn107.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:31"
"141430","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:20"
"141429","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-2w2bvy03.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:31"
"141428","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:21"
"141427","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2tp37g12.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:31"
"141426","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:21"
"141425","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:22"
"141424","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-2rcx3j39.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:30"
"141423","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:13"
"141422","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-2r9n5453.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:31"
"141421","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:21"
"141420","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2mxj2730.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:30"
"141419","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:22"
"141418","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2mrr8y83.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:30"
"141417","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:22"
"141416","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2m7pan03.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:30"
"141415","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:12"
"141414","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2kyv5f78.1_filtered.fastq.gz","mkellom","dori","10/23 08:58","10/23 09:30"
"141413","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:58","10/23 09:11"
"141412","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2jycjb29.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:29"
"141411","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:03"
"141410","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:09"
"141409","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2h477h06.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:29"
"141408","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:05"
"141407","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-2fjj1f83.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:31"
"141406","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:09"
"141405","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-28pdvh91.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:28"
"141404","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:05"
"141403","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-27ebwq81.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:29"
"141402","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:08"
"141401","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-24vb2h53.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:30"
"141400","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:05"
"141399","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-244q4c85.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:29"
"141398","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:04"
"141397","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-23nmq495.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:30"
"141396","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:08"
"141395","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-22p5nn22.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:31"
"141394","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:04"
"141393","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1x25vr96.1_filtered.fastq.gz","mkellom","dori","10/23 08:57","10/23 09:27"
"141392","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:57","10/23 09:09"
"141391","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1wf5yx28.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:30"
"141390","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:04"
"141389","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:09"
"141388","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1mpywa47.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:24"
"141387","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:11"
"141386","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1k6dr332.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:30"
"141385","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:02"
"141384","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1h4cwk78.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:29"
"141383","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:04"
"141382","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1cqf9w80.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:31"
"141381","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:04"
"141380","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-17fxyf52.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:29"
"141379","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:04"
"141378","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:04"
"141377","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-150db053.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:31"
"141376","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:09"
"141375","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-13azzw74.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:35"
"141374","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:05"
"141373","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-1357wz91.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:30"
"141372","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:01"
"141371","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-12p24t82.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:31"
"141370","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:01"
"141369","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:56","10/23 09:03"
"141368","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-10rpy679.1_filtered.fastq.gz","mkellom","dori","10/23 08:56","10/23 09:29"
"141367","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:03"
"141366","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-10f3at69.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:18"
"141365","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:09"
"141364","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0q7xht56.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:21"
"141363","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0kqjym89.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:31"
"141362","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:03"
"141361","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 08:59"
"141360","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0haaek27.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:11"
"141359","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:01"
"141358","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0h5e3e83.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:19"
"141357","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:01"
"141356","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0ewbm566.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:35"
"141355","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:00"
"141354","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0d0jyj28.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:30"
"141353","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:00"
"141352","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0bfeqj60.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:31"
"141351","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 08:59"
"141350","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0aceks85.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:30"
"141349","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:01"
"141348","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:00"
"141347","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-07yjjk92.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:31"
"141346","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 09:00"
"141345","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-07ftr668.1_filtered.fastq.gz","mkellom","dori","10/23 08:55","10/23 09:21"
"141344","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:55","10/23 08:59"
"141343","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-07553114.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:29"
"141342","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 09:02"
"141341","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-06dtnd51.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:26"
"141340","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141339","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141338","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-05k6cz78.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:27"
"141337","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 09:00"
"141336","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-04hz6p33.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:12"
"141335","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141334","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-03s93812.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:30"
"141333","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141332","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-0195pd30.1_filtered.fastq.gz","mkellom","dori","10/23 08:54","10/23 09:11"
"141331","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:58"
"141330","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141329","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:58"
"141328","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:58"
"141327","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141326","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:58"
"141325","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:54","10/23 08:59"
"141324","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141323","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141322","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141321","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141320","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:57"
"141319","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:57"
"141318","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141317","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141316","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:56"
"141315","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141314","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:58"
"141313","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:55"
"141312","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:53","10/23 08:54"
"141311","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141310","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141309","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:55"
"141308","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141307","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141306","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141305","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:54"
"141304","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:53"
"141303","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:53"
"141302","n/a","queued","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/23 08:52","10/23 08:53"
"141296","n/a","queued","readcount","","kli","nmdc","10/23 07:40","10/23 07:40"
"141295","succeeded","done","singlem_pipeline_euk","nmdc_wfrqc-11-04hz6p33.1_filtered.fastq.gz","mkellom","dori","10/23 07:29","10/23 07:32"
"141294","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-03s93812.1_filtered.fastq.gz","mkellom","dori","10/23 07:25","10/23 07:28"
"141261","succeeded","done","isoseq_pipeline","","jieguo","dori","10/22 23:44","10/23 00:22"
"141260","succeeded","done","isoseq_pipeline","","jieguo","dori","10/22 23:43","10/23 00:30"
"141259","succeeded","done","isoseq_pipeline","","jieguo","dori","10/22 23:42","10/23 00:29"
"141258","succeeded","done","isoseq_pipeline","","jieguo","dori","10/22 23:41","10/23 00:23"
"141233","succeeded","done","rna_assembly","tinyassembly_test","mmingay","dori","10/22 17:19","10/22 17:28"
"141232","failed","done","IGC","","jieguo","dori","10/22 17:18","10/22 17:22"
"141231","n/a","running","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 17:20"
"141230","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:25"
"141229","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:10"
"141228","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:06"
"141227","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 17:59"
"141226","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:59"
"141225","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:11"
"141224","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:16","10/22 18:15"
"141223","succeeded","done","metagenome_assembly_and_alignment","metag","svc-ga","dori","10/22 17:15","10/22 18:28"
"141219","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0195pd30.1_filtered.fastq.gz","mkellom","dori","10/22 16:30","10/22 16:53"
"141218","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-04hz6p33.1_filtered.fastq.gz","mkellom","dori","10/22 16:29","10/22 16:54"
"141217","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-03s93812.1_filtered.fastq.gz","mkellom","dori","10/22 16:27","10/22 16:51"
"141211","n/a","running","Correct_CCS","YaloifoliaH2_CCCS","szaman","dori","10/22 15:59","10/22 16:01"
"141210","n/a","running","Correct_CCS","YaloifoliaH1_CCCS","szaman","dori","10/22 15:58","10/22 16:00"
"141209","failed","done","singlem_pipeline_euk","nmdc_wfrqc-11-0haaek27.1_filtered.fastq.gz","mkellom","dori","10/22 15:56","10/22 16:23"
"141208","n/a","running","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:38","10/22 15:45"
"141207","cancelled","done","","","bjcole","perlmutter","10/22 15:22","10/22 15:45"
"141206","cancelled","done","","","bjcole","perlmutter","10/22 15:22","10/22 15:44"
"141205","cancelled","done","","","bjcole","perlmutter","10/22 15:22","10/22 15:43"
"141204","cancelled","done","","","bjcole","perlmutter","10/22 15:22","10/22 15:44"
"141203","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:45"
"141202","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:45"
"141201","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:43"
"141200","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141199","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141198","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141197","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141196","succeeded","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:21","10/22 20:22"
"141195","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:45"
"141194","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141193","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141192","cancelled","done","","","bjcole","perlmutter","10/22 15:21","10/22 15:44"
"141191","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141190","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141189","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141188","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141187","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141186","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141185","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141184","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141183","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141182","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141181","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:44"
"141180","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:45"
"141179","cancelled","done","","","bjcole","perlmutter","10/22 15:20","10/22 15:43"
"141178","cancelled","done","","","bjcole","perlmutter","10/22 15:19","10/22 15:44"
"141177","cancelled","done","","","bjcole","perlmutter","10/22 15:19","10/22 15:44"
"141176","cancelled","done","","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141175","cancelled","done","","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141174","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141173","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141172","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141171","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141170","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141169","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141168","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141167","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141166","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:19","10/22 15:45"
"141165","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141164","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141163","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141162","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141161","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141160","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
"141159","cancelled","done","plant_scRNAseq_pipeline","","bjcole","perlmutter","10/22 15:18","10/22 15:45"
